Zeitpunkt,Ticker,Unternehmen,Währung,Kurs,EPS,KGV,Umsatz,Nettogewinn,Nettomarge_%,Umsatzwachstum_%,Gewinnwachstum_%,Free_Cashflow,FCF_Marge_%,Nettoverschuldung,Net_Debt_zu_FCF,Dividendenrendite_%,ROE_%,Ziel_KGV,Ziel_FCF_Rendite_%,Fair_Value_KGV,Fair_Value_FCF,Fair_Value,Potenzial_%,Qualitätsscore,Bewertung
2026-08-26 07:48:32,SAP.DE,SAP SE,EUR,187.1999969482422,6.1,30.68852408987577,36800000000.0,7161000000.0,19.45923913043478,7.677902621722854,129.22535211267606,8417000000.0,22.872282608695652,-2296000000.0,-0.27278127598906976,134.0,18.320999,25.0,4.0,152.5,182.31175572400778,167.40587786200388,-10.573781735536603,85,Eher zu teuer
